Property Address,Roll Number,Property Use Code,Building Type,Year Built,Living Area SqFt,Sale Year,Sale Month,Sale Price,Sale Price/SqFt,Time Adjusted Sale Price,Time Adjusted Sale Price/SqFt
588 BOYD AVE,14033157000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1942,1496,2023,6,215000,143.72,230700,154.21
585 REDWOOD AVE,14033191000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1912,1387,2024,5,220000,158.62,225500,162.58
876 COLLEGE AVE,14040524000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1912,760,2025,2,220000,289.47,220700,290.39
1012 REDWOOD AVE,14040934000,RESSD - Detached SIngle Dwelling,OS-One Storey,2023,756,2024,5,313469,414.64,321300,425.00
370 SALTER ST,14042369000,RESMC - Multi-Family Conversion,TS-Two Storey,1908,1240,2024,9,199000,160.48,202000,162.90
363 SALTER ST,14042396000,RESSD - Detached SIngle Dwelling,TH-Two & 1/2 Storey,1911,1560,2024,8,220000,141.03,223700,143.40
432 AIKINS ST,14043140000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1913,1232,2023,8,205000,166.40,217900,176.87
519 ST JOHN'S AVE,14043296000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1924,1381,2024,7,254900,184.58,260000,188.27
603 CHURCH AVE,14043734000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1927,1297,2023,7,213000,164.23,227500,175.40
576 MACHRAY AVE,14043757000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1912,1560,2024,12,310000,198.72,312200,200.13
650 MACHRAY AVE,14043790000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1941,1102,2023,3,300000,272.23,326400,296.19
1635 ARLINGTON ST,14050492000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1940,1056,2023,1,197500,187.03,216900,205.40
460 SINCLAIR ST,14050803000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1948,1159,2023,6,260000,224.33,283700,244.78
466 MINNIGAFFE ST,14051121100,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1947,877,2023,10,235000,267.96,252200,287.57
448 MINNIGAFFE ST,14051128000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1947,880,2024,5,168000,190.91,175100,198.98
441 AIRLIES ST,14051168000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1947,996,2023,7,225000,225.90,244400,245.38
1096 MACHRAY AVE,14051779000,RESSD - Detached SIngle Dwelling,OS-One Storey,1954,1032,2025,1,285100,276.26,287400,278.49
1245 CHAMBERLAIN AVE,14052326000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,1024,2024,11,289000,282.23,293900,287.01
5781/2 BANNERMAN AVE,14060539200,RESSS - Side By Side,TS-Two Storey,1977,900,2024,8,182500,202.78,185600,206.22
471 POLSON AVE,14061698100,RESMC - Multi-Family Conversion,TS-Two Storey,1913,1440,2024,1,247000,171.53,256600,178.19
916 POLSON AVE,14062055000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,853,2023,12,285250,334.41,303500,355.80
325 ATLANTIC AVE,14062216000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1910,1152,2024,5,222500,193.14,228100,198.00
278 INKSTER BLVD,14070491000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1912,1272,2024,9,219900,172.88,223200,175.47
790 INKSTER BLVD,14071109000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1947,1038,2024,4,265000,255.30,277500,267.34
780 INKSTER BLVD,14071112000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1949,1341,2024,5,333000,248.32,347000,258.76
62 MCADAM AVE,14071667000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1912,1308,2023,2,345000,263.76,379500,290.14
217 UNION AVE W,14080400000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,2019,1020,2024,6,360000,352.94,392800,385.10
247 HARBISON AVE W,14080410000,RESSD - Detached SIngle Dwelling,OS-One Storey,1912,829,2023,2,145000,174.91,162700,196.26
240 MARTIN AVE W,14080517000,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1914,1045,2023,8,171000,163.64,189800,181.63
365 HARBISON AVE W,14080592000,RESSD - Detached SIngle Dwelling,OS-One Storey,1912,664,2024,5,165000,248.49,180300,271.54
341 UNION AVE W,14080766000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,2011,1009,2024,7,340000,336.97,367200,363.92
433 HARBISON AVE W,14080772000,RESSD - Detached SIngle Dwelling,OS-One Storey,1947,720,2024,4,225000,312.50,246200,341.94
837 CHALMERS AVE E,14081404000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,998,2024,6,270000,270.54,294600,295.19
51 CARMEN AVE,14081673000,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1920,1060,2023,9,325000,306.60,360100,339.72
314 JOHNSON AVE W,14082925000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1908,895,2023,8,120000,134.08,133200,148.83
144 GLENWOOD CRES,14090008000,RESSD - Detached SIngle Dwelling,OS-One Storey,1926,1016,2024,8,335000,329.72,358500,352.85
424 THAMES AVE,14090416000,RESSD - Detached SIngle Dwelling,TS-Two Storey,2005,1440,2024,2,250000,173.61,274500,190.63
867 BEACH AVE,14090627100,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1952,1434,2023,8,292000,203.63,324100,226.01
854 CHALMERS AVE E,14090895000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,1048,2024,3,235000,224.24,257600,245.80
641 WINDSOR AVE,14091082000,RESSD - Detached SIngle Dwelling,OS-One Storey,1912,815,2023,8,226000,277.30,250900,307.85
119 RIVERTON AVE,14091276000,RESSD - Detached SIngle Dwelling,OS-One Storey,1912,680,2023,3,166500,244.85,186500,274.26
1093 MCCALMAN AVE,14092207000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,884,2024,5,325000,367.65,355200,401.81
1114 MCCALMAN AVE,14092263000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,793,2024,5,306000,385.88,334500,421.82
486 WILLIAM NEWTON AVE,14092909000,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1914,1217,2024,5,278000,228.43,303900,249.71
426 WILLIAM NEWTON AVE,14093006000,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1914,1200,2023,2,246900,205.75,277000,230.83
767 MCCALMAN AVE,14093275100,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1994,771,2024,7,259000,335.93,279700,362.78
927 MCCALMAN AVE,14093326000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1946,881,2023,5,245000,278.09,273400,310.33
18 WOODCROFT BAY,14095068500,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1986,1804,2024,6,475000,263.30,493100,273.34
15 CLOVERMEAD RD,14095159300,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1979,960,2023,10,350000,364.58,375600,391.25
31 WENDON BAY,14095177500,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1983,1624,2024,7,410000,252.46,423900,261.02
381 EGESZ ST,14095304800,RESSD - Detached SIngle Dwelling,OS-One Storey,1986,1204,2025,3,340000,282.39,340000,282.39
2016 MANITOBA AVE,14095901200,RESSD - Detached SIngle Dwelling,OS-One Storey,1973,1197,2025,1,350000,292.40,352800,294.74
46 KURT AVE,14096014100,RESSD - Detached SIngle Dwelling,OS-One Storey,1972,768,2024,10,310000,403.65,316500,412.11
74 ECKHARDT AVE,14096056100,RESSD - Detached SIngle Dwelling,OS-One Storey,1973,1014,2025,2,468400,461.93,470300,463.81
23 FOYLE ST,14096699000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1984,1053,2024,12,381000,361.82,386000,366.57
35 FOYLE ST,14096699600,RESSD - Detached SIngle Dwelling,OS-One Storey,1984,1036,2023,9,375000,361.97,403900,389.86
51 KINVER AVE,14096787800,RESSD - Detached SIngle Dwelling,OS-One Storey,1987,1019,2025,3,421500,413.64,421500,413.64
59 TARASKA BAY,14096790400,RESSD - Detached SIngle Dwelling,OS-One Storey,1986,1019,2024,4,373700,366.73,391300,384.00
131 TARASKA BAY,14096800400,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1986,691,2024,12,320000,463.10,324200,469.18
94 TARASKA BAY,14096802800,RESSD - Detached SIngle Dwelling,OS-One Storey,1986,1013,2023,9,345000,340.57,371600,366.83
353 TYNDALL AVE,14097212500,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1975,1580,2023,3,325000,205.70,358800,227.09
2002 BURROWS AVE,14097274200,RESSS - Side By Side,TS-Two Storey,1976,1200,2024,8,317000,264.17,326200,271.83
27 CODE ST,14097735900,RESSS - Side By Side,OS-One Storey,1977,979,2024,12,339000,346.27,343400,350.77
38 CODE ST,14097736900,RESSS - Side By Side,OS-One Storey,1977,1009,2023,8,292300,289.69,316300,313.48
2103 KING EDWARD ST,14097872100,RESSD - Detached SIngle Dwelling,OS-One Storey,1973,1180,2023,9,388000,328.81,417900,354.15
35 PARASHIN BAY,14097927400,RESSD - Detached SIngle Dwelling,OS-One Storey,1977,1022,2024,11,344225,336.82,350100,342.56
5 RABER RD,14097981600,RESSS - Side By Side,TS-Two Storey,1977,1152,2024,5,297000,257.81,309500,268.66
201 KINVER AVE,14098060700,RESSS - Side By Side,TS-Two Storey,1978,1152,2024,3,280000,243.06,294300,255.47
87 PETRIW BAY,14098071800,RESSD - Detached SIngle Dwelling,OS-One Storey,1983,1000,2024,10,379900,379.90,387900,387.90
37 MEADOWLAND DR,14098124800,RESSD - Detached SIngle Dwelling,TO-Two/One Storey,1988,1648,2025,2,511000,310.07,513000,311.29
31 ELM GROVE DR,14098188200,RESSD - Detached SIngle Dwelling,OS-One Storey,1986,1294,2024,10,478000,369.40,488000,377.13
91 ROSE HILL WAY,14099638800,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1984,881,2023,3,355000,402.95,391900,444.84
35 GARDENTON AVE,14099974000,RESSD - Detached SIngle Dwelling,TS-Two Storey,2006,1920,2024,1,541000,281.77,573500,298.70
476 MANITOBA AVE,14100041500,RESSD - Detached SIngle Dwelling,TS-Two Storey,2003,1080,2023,9,170000,157.41,179900,166.57
352 CASTLEBURY MEADOWS DR,14100124330,RESSS - Side By Side,OS-One Storey,2017,1093,2024,10,457500,418.57,467100,427.36
228 DR. JOSE RIZAL WAY,14100125895,RESRH - Row Housing,TS-Two Storey,2016,1320,2024,9,410000,310.61,420300,318.41
83 HESPELER AVE,14100128290,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1945,1306,2023,5,285000,218.22,318100,243.57
58 SAWKA BAY,14100130855,RESSS - Side By Side,CO-Cabover,2023,1282,2024,7,418553,326.48,432800,337.60
86 SAWKA BAY,14100130890,RESSS - Side By Side,CO-Cabover,2022,1282,2023,8,447000,348.67,483700,377.30
213 HAZELTON DR,14100131135,RESSS - Side By Side,TS-Two Storey,2023,1584,2023,2,381267,240.70,419400,264.77
4 CHEEMA DR,14100131195,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1910,2023,11,595238,311.64,635700,332.83
7 MAYER DR,14100131450,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,2000,2023,6,667762,333.88,728500,364.25
15 MAYER DR,14100131460,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1902,2023,10,615379,323.54,660300,347.16
27 MAYER DR,14100131475,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1901,2023,8,615129,323.58,665600,350.13
254 CHEEMA DR,14100131780,RESSS - Side By Side,TS-Two Storey,2023,1615,2023,9,395642,244.98,426100,263.84
96 INDRA CRES,14100131845,RESSS - Side By Side,TS-Two Storey,2023,1615,2023,11,436433,270.24,466100,288.61
82 INDRA CRES,14100131860,RESSS - Side By Side,TS-Two Storey,2023,1615,2023,10,429784,266.12,461200,285.57
16 INDRA CRES,14100131920,RESSS - Side By Side,TS-Two Storey,2023,1615,2025,1,485500,300.62,489400,303.03
3000 ROBLIN BLVD,1000697500,RESSD - Detached SIngle Dwelling,TS-Two Storey,1956,1248,2023,4,285000,228.37,325200,260.58
3008 ROBLIN BLVD,1000699200,RESSD - Detached SIngle Dwelling,OS-One Storey,1928,716,2024,12,307000,428.77,312200,436.03
345 CATHCART ST,1000728100,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1190,2024,6,410345,344.83,432100,363.11
308 LYNBROOK DR,1000994300,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1961,1822,2023,10,400000,219.54,440800,241.93
3609 BATCHELOR AVE,1001436400,RESSD - Detached SIngle Dwelling,OS-One Storey,1987,1238,2025,3,530000,428.11,530000,428.11
853 LAXDAL RD,1001496300,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1971,864,2023,9,405000,468.75,449100,519.79
223 HANEY ST,1001660400,RESSD - Detached SIngle Dwelling,OS-One Storey,1947,572,2024,5,205000,358.39,217100,379.55
71 AVRIL LANE,1001789000,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1983,1638,2023,12,462000,282.05,503600,307.45
30 HUDDERSFIELD PL,1001823600,RESSD - Detached SIngle Dwelling,OS-One Storey,1984,1576,2024,4,495030,314.11,527200,334.52
819 OAKDALE DR,1002149500,RESSD - Detached SIngle Dwelling,OS-One Storey,1972,1097,2025,1,350000,319.05,354200,322.88
4212 GRANT AVE,1002285100,RESSD - Detached SIngle Dwelling,OS-One Storey,1987,1993,2023,11,600000,301.05,657600,329.95
837 FAIRMONT RD,1002420500,RESSD - Detached SIngle Dwelling,OS-One Storey,1969,959,2024,10,410000,427.53,421900,439.94
300 MARLTON CRES,1002548100,RESSD - Detached SIngle Dwelling,OS-One Storey,1957,1196,2024,12,400000,334.45,406800,340.13
79 NORLORNE DR,1003112400,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1981,1753,2024,6,380000,216.77,400100,228.24
11 GREAT ELM COVE,1003366900,RESSD - Detached SIngle Dwelling,TS-Two Storey,1994,2820,2025,1,920000,326.24,931000,330.14
187 ROBINDALE RD,1003420800,RESSD - Detached SIngle Dwelling,OS-One Storey,1947,803,2024,8,545000,678.70,567300,706.48
135 MATLOCK CRES,1003550400,RESSD - Detached SIngle Dwelling,TO-Two/One Storey,1989,1944,2024,8,651135,334.95,677800,348.66
738 COMMUNITY ROW,1003713100,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1971,1162,2023,3,419000,360.59,481000,413.94
134 THE BRIDLE PATH,1003925200,RESSD - Detached SIngle Dwelling,TS-Two Storey,1981,1859,2023,2,500000,268.96,577000,310.38
118 THE BRIDLE PATH,1003926000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1981,1628,2024,7,568000,348.89,594700,365.29
5912 BETSWORTH AVE,1003960200,RESSD - Detached SIngle Dwelling,OS-One Storey,1969,1318,2023,11,360000,273.14,394600,299.39
530 BERKLEY ST,1004286200,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,914,2024,5,482000,527.35,510400,558.42
30 CARLOTTA CRES,1004419600,RESSD - Detached SIngle Dwelling,OS-One Storey,1977,1548,2023,4,420000,271.32,479200,309.56
18 PARADISE BAY,1004656400,RESSD - Detached SIngle Dwelling,OS-One Storey,1969,2430,2024,4,850000,349.79,905300,372.55
107 BERGMAN CRES,1004725800,RESSD - Detached SIngle Dwelling,OS-One Storey,1973,1091,2023,10,362500,332.26,399500,366.18
143 HARWOOD CRES,1004900900,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1152,2024,6,415000,360.24,437000,379.34
47 DELLWOOD CRES,1005102700,RESSS - Side By Side,TS-Two Storey,1970,1200,2023,9,232000,193.33,257300,214.42
6719 BETSWORTH AVE,1005151300,RESSS - Side By Side,OS-One Storey,1971,720,2023,3,235000,326.39,269800,374.72
7 DEERFIELD PL,1005160000,RESSD - Detached SIngle Dwelling,OS-One Storey,1972,1210,2023,5,390000,322.31,442300,365.54
46 SANDHAM CRES,1005286000,RESSD - Detached SIngle Dwelling,OS-One Storey,1965,1232,2024,6,325000,263.80,342200,277.76
84 HAMMOND RD,1005341000,RESSD - Detached SIngle Dwelling,OS-One Storey,1968,1014,2023,5,349900,345.07,396800,391.32
6679 RANNOCK AVE,1005446300,RESSD - Detached SIngle Dwelling,OS-One Storey,1972,1111,2023,8,410000,369.04,457200,411.52
243 BARKER BLVD,1005636800,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1975,1600,2023,7,527275,329.55,591600,369.75
347 BARKER BLVD,1005693600,RESSS - Side By Side,TS-Two Storey,1976,1122,2023,4,270000,240.64,308100,274.60
14 WATERHOUSE BAY,1005711900,RESSD - Detached SIngle Dwelling,TO-Two/One Storey,1981,2111,2024,9,690000,326.86,714200,338.32
1952 MCCREARY RD,1005891400,RESSD - Detached SIngle Dwelling,TS-Two Storey,2009,4000,2023,1,1550000,387.50,1799600,449.90
40 SAMMONS CRES,1005898700,RESSD - Detached SIngle Dwelling,OS-One Storey,2007,1608,2024,9,751000,467.04,777300,483.40
86 KOWALSKY CRES,1009601270,RESSD - Detached SIngle Dwelling,TS-Two Storey,2017,2065,2023,5,660000,319.61,748400,362.42
8 SINGLETON CRT,1009601455,RESSD - Detached SIngle Dwelling,OS-One Storey,2017,1706,2023,1,740000,433.76,859100,503.58
23 CHAIKOSKI CRT,1009602540,RESSD - Detached SIngle Dwelling,TS-Two Storey,2018,2456,2024,8,990000,403.09,1030600,419.63
169 MCCRINDLE BAY,1009604685,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,2219,2023,2,589854,265.82,680700,306.76
121 MCCRINDLE BAY,1009604745,RESSD - Detached SIngle Dwelling,TS-Two Storey,2022,1682,2024,7,557500,331.45,583700,347.03
69 MCCRINDLE BAY,1009604810,RESSD - Detached SIngle Dwelling,TS-Two Storey,2022,2046,2023,3,588000,287.39,675000,329.91
57 ZIMMERMAN DR,1009605055,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1978,2023,11,630266,318.64,690800,349.24
7 ALORA COVE,1009605210,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1496,2024,8,467950,312.80,487100,325.60
27 ELIUK COVE,1009605420,RESSD - Detached SIngle Dwelling,OS-One Storey,2023,1866,2023,4,780952,418.52,891100,477.55
370 LARSEN AVE,2000072000,RESSD - Detached SIngle Dwelling,OS-One Storey,1953,844,2024,11,260000,308.06,270100,320.02
227 BOWMAN AVE,2000171000,RESSD - Detached SIngle Dwelling,OS-One Storey,1913,810,2023,4,165000,203.70,184500,227.78
237 BOWMAN AVE,2000175000,RESSD - Detached SIngle Dwelling,OS-One Storey,1913,736,2023,7,229900,312.36,255600,347.28
546 MELBOURNE AVE,2010289000,RESSD - Detached SIngle Dwelling,OS-One Storey,1924,788,2023,9,213500,270.94,236600,300.25
548 KIMBERLY AVE,2010930000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,986,2024,10,366013,371.21,383900,389.35
428 HELMSDALE AVE,2011612000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,962,2024,9,422000,438.67,446900,464.55
544 HAZEL DELL AVE,2020435000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,1094,2023,8,380000,347.35,421800,385.56
564 OAKVIEW AVE,2020471000,RESSD - Detached SIngle Dwelling,OS-One Storey,1984,1052,2024,8,300000,285.17,321000,305.13
334 GREENE AVE,2021204000,RESSD - Detached SIngle Dwelling,OS-One Storey,1952,886,2025,2,406000,458.24,410100,462.87
489 LINDEN AVE,2021258000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,936,2024,7,365000,389.96,394200,421.15
551 ROBERTA AVE,2021821000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1364,2024,5,375000,274.93,409900,300.51
625 GREENE AVE,2022044000,RESSD - Detached SIngle Dwelling,OS-One Storey,1959,1013,2024,3,281500,277.89,308500,304.54
594 OAKLAND AVE,2031935000,RESSD - Detached SIngle Dwelling,OS-One Storey,1958,1140,2023,6,369900,324.47,412100,361.49
484 LARSEN AVE,2040039000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1915,898,2023,3,230000,256.12,257600,286.86
522 LARSEN AVE,2040096000,RESSD - Detached SIngle Dwelling,T3-Three Storey,2023,2424,2023,5,490000,202.15,546800,225.58
461 WASHINGTON AVE,2040474000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1921,1042,2023,8,249900,239.83,277400,266.22
450 TRENT AVE,2041065000,RESSD - Detached SIngle Dwelling,OS-One Storey,1914,730,2023,11,189500,259.59,209200,286.58
728 NOTTINGHAM AVE,2050051000,RESSD - Detached SIngle Dwelling,OS-One Storey,1958,948,2024,1,310000,327.00,341000,359.70
467 ROBIN HOOD CRES,2050216000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,998,2023,8,345000,345.69,383000,383.77
488 LONDON ST,2050253000,RESSD - Detached SIngle Dwelling,OS-One Storey,1959,912,2024,5,309900,339.80,338700,371.38
58 BYARS BAY,2050839000,RESSD - Detached SIngle Dwelling,OS-One Storey,1969,1238,2025,3,435500,351.78,435500,351.78
63 PIKE CRES,2051044500,RESSS - Side By Side,BL-Bi-Level,1969,696,2025,2,327500,470.55,330800,475.29
630 PRINCE RUPERT AVE,2051486100,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1993,817,2023,10,342000,418.60,378300,463.04
768 PRINCE RUPERT AVE,2051730000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,768,2025,3,230000,299.48,230000,299.48
769 GOVERNMENT AVE,2051776000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1913,922,2025,3,300000,325.38,300000,325.38
617 PRINCE RUPERT AVE,2060048000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,996,2023,12,275000,276.10,303100,304.32
720 FLEMING AVE,2060077000,RESSD - Detached SIngle Dwelling,OS-One Storey,1957,1022,2023,3,300000,293.54,336000,328.77
781 CONSOL AVE,2060424000,RESSD - Detached SIngle Dwelling,OS-One Storey,1976,1016,2023,11,345000,339.57,380900,374.90
763 SIMPSON AVE,2060746000,RESSD - Detached SIngle Dwelling,OS-One Storey,1957,1290,2024,2,355000,275.19,389800,302.17
50 TREGER BAY,2062435100,RESSS - Side By Side,TS-Two Storey,1972,1080,2024,12,275000,254.63,283000,262.04
64 SNOWDON AVE,2062581100,RESSS - Side By Side,BL-Bi-Level,1972,672,2024,5,242000,360.12,264500,393.60
229 HOUDE DR,3014231000,RESRH - Row Housing,TS-Two Storey,1971,928,2023,8,171000,184.27,180400,194.40
263 HOUDE DR,3014301000,RESRH - Row Housing,TS-Two Storey,1971,928,2024,4,217000,233.84,223900,241.27
7 LECLAIR PL,3014614200,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1982,680,2024,9,347186,510.57,353100,519.26
275 GRANDMONT BLVD,3014634500,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1983,722,2024,2,319900,443.07,332100,459.97
3671 PEMBINA HWY,3030135500,RESSD - Detached SIngle Dwelling,TS-Two Storey,1928,1248,2024,8,465000,372.60,474300,380.05
900 LEMAY AVE,3030618000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,744,2024,7,335000,450.27,342700,460.62
100 GENDREAU AVE,3030936000,RESSD - Detached SIngle Dwelling,OS-One Storey,1975,1064,2024,9,333000,312.97,338700,318.33
50 MORNINGSIDE DR,3040051000,RESSD - Detached SIngle Dwelling,OS-One Storey,1975,1396,2023,12,489900,350.93,511000,366.05
15 NEWCASTLE RD,3040331000,RESSD - Detached SIngle Dwelling,OS-One Storey,1973,1091,2023,7,405000,371.22,428500,392.76
572 DALHOUSIE DR,3040335000,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1176,2023,3,405200,344.56,433600,368.71
19 GRIMSTON RD,3041682000,RESSD - Detached SIngle Dwelling,OS-One Storey,1975,1527,2023,6,420000,275.05,445600,291.81
